,city,cloudiness,country,date,humidity,lat,lon,max temp,wind speed
278,Koindu,8.0,LR,06-04-2019,74.0,8.2,-10.37,78.14,6.64
279,Tiksi,0.0,RU,06-04-2019,73.0,71.64,128.87,20.18,4.41
280,Glace Bay,75.0,CA,06-04-2019,93.0,46.2,-59.96,37.0,9.17
281,Vermillion,1.0,US,06-04-2019,49.0,42.78,-96.93,71.6,9.17
282,Taseyevo,56.0,RU,06-04-2019,73.0,57.22,94.9,23.51,2.39
283,Srednekolymsk,0.0,RU,06-04-2019,80.0,67.46,153.71,15.23,3.18
284,Alofi,92.0,NU,06-04-2019,79.0,-19.06,-169.92,86.0,9.17
285,Akom,44.0,GH,06-04-2019,72.0,6.86,-1.64,81.2,10.0
286,Dingle,20.0,PH,06-04-2019,95.0,11.0,122.67,79.04,8.43
287,Mbini,92.0,GQ,06-04-2019,100.0,1.58,9.62,79.85,6.76
288,Kaeo,8.0,NZ,06-04-2019,59.0,-35.1,173.78,66.99,13.0
289,Usinsk,0.0,RU,06-04-2019,82.0,66.0,57.56,21.44,10.45
290,Grindavik,0.0,IS,06-04-2019,74.0,63.84,-22.43,39.99,5.82
291,Cranbrook,75.0,CA,06-04-2019,42.0,49.51,-115.76,48.2,18.34
292,Norman Wells,40.0,CA,06-04-2019,63.0,65.28,-126.83,28.4,13.87
293,Pangnirtung,88.0,CA,06-04-2019,79.0,66.15,-65.72,19.28,4.74
294,Nichinan,75.0,JP,06-04-2019,55.0,31.65,131.31,64.4,3.36
295,Ilulissat,68.0,GL,06-04-2019,44.0,69.22,-51.1,39.2,32.21
296,Mandalgovi,56.0,MN,06-04-2019,99.0,45.76,106.27,24.14,8.77
297,Ust-Kuyga,0.0,RU,06-04-2019,90.0,70.0,135.55,19.82,4.29
298,Husavik,88.0,CA,06-04-2019,50.0,50.56,-96.99,46.0,3.0
299,Jieshi,36.0,CN,06-04-2019,92.0,22.82,115.83,73.1,6.08
300,Henties Bay,0.0,NA,06-04-2019,87.0,-22.12,14.28,60.01,5.01
301,Faanui,88.0,PF,06-04-2019,97.0,-16.48,-151.75,85.52,16.15
302,Kokrajhar,92.0,IN,06-04-2019,98.0,26.4,90.27,65.27,3.96
303,Nampula,12.0,MZ,06-04-2019,95.0,-15.12,39.26,67.07,3.51
304,Kirakira,92.0,SB,06-04-2019,98.0,-10.46,161.92,85.25,5.19
305,Salalah,40.0,OM,06-04-2019,78.0,17.01,54.1,78.8,4.7
306,Gao,36.0,ML,06-04-2019,23.0,16.28,-0.04,85.16,13.8
307,Lovozero,80.0,RU,06-04-2019,89.0,68.01,35.02,29.99,2.95
308,Edson,1.0,CA,06-04-2019,61.0,53.59,-116.44,46.4,4.7
309,Ibia,8.0,NG,06-04-2019,93.0,5.18,6.32,75.8,4.63
310,Sept-Iles,75.0,CA,06-04-2019,74.0,50.2,-66.38,34.0,2.24
311,Stege,0.0,DK,06-04-2019,80.0,54.99,12.28,45.0,4.7
312,Talnakh,76.0,RU,06-04-2019,88.0,69.49,88.39,16.58,11.34
313,Lorengau,32.0,PG,06-04-2019,94.0,-2.02,147.27,84.44,6.2
314,Madikeri,12.0,IN,06-04-2019,93.0,12.42,75.74,69.5,1.39
315,Jaisalmer,0.0,IN,06-04-2019,44.0,26.91,70.91,73.28,5.97
316,Santa Marta,75.0,CO,06-04-2019,55.0,11.24,-74.21,87.8,13.87
317,Northam,56.0,GB,06-04-2019,84.0,51.04,-4.21,48.0,8.99
318,Havoysund,68.0,NO,06-04-2019,86.0,71.0,24.66,28.4,18.34
319,Cockburn Town,92.0,TC,06-04-2019,98.0,21.46,-71.14,78.41,20.18
320,Celestun,56.0,MX,06-04-2019,92.0,20.87,-90.4,80.12,16.04
321,Karratha,0.0,AU,06-04-2019,27.0,-20.74,116.85,77.96,7.99
322,Oranjemund,92.0,ZA,06-04-2019,92.0,-28.55,16.43,60.59,7.54
323,Wailuku,40.0,US,06-04-2019,45.0,20.89,-156.51,84.2,9.17
324,Kiama,0.0,AU,06-04-2019,68.0,-34.67,150.86,73.99,9.17
325,Torbay,90.0,CA,06-04-2019,59.0,47.66,-52.73,35.01,13.87
326,Lavrentiya,24.0,RU,06-04-2019,100.0,65.58,-170.99,14.24,8.99
327,Grand Gaube,75.0,MU,06-04-2019,69.0,-20.01,57.66,80.6,11.41
328,Videira,92.0,BR,06-04-2019,98.0,-27.01,-51.15,63.47,2.95
329,Leua,56.0,AO,06-04-2019,93.0,-11.65,20.45,65.36,1.83
330,Irtyshskiy,24.0,RU,06-04-2019,78.0,58.33,68.13,21.71,6.42
331,Beyneu,88.0,KZ,06-04-2019,69.0,45.32,55.19,48.53,13.47
332,Port Hedland,0.0,AU,06-04-2019,53.0,-20.31,118.58,77.0,10.29
333,Ust-Charyshskaya Pristan,8.0,RU,06-04-2019,82.0,52.39,83.67,26.39,10.0
334,Sur,20.0,OM,06-04-2019,80.0,22.57,59.53,81.29,8.1
335,Sombrio,100.0,BR,06-04-2019,100.0,-29.11,-49.63,68.96,0.83
336,Marawi,64.0,PH,06-04-2019,85.0,8.0,124.29,79.0,4.0
337,Pontianak,20.0,ID,06-04-2019,94.0,-0.02,109.34,75.2,2.51
338,Siocon,20.0,PH,06-04-2019,94.0,11.03,124.04,81.74,7.65
339,Bambous Virieux,75.0,MU,06-04-2019,69.0,-20.34,57.76,80.6,11.41
340,Baldeogarh,0.0,IN,06-04-2019,83.0,24.81,78.97,65.18,4.74
341,Fairbanks,75.0,US,06-04-2019,44.0,64.84,-147.72,42.01,8.05
342,Fare,68.0,PF,06-04-2019,95.0,-16.7,-151.02,85.34,15.7
343,Lucelia,75.0,BR,06-04-2019,88.0,-21.72,-51.02,75.2,3.4
344,Montepuez,44.0,MZ,06-04-2019,91.0,-13.13,39.0,74.09,5.75
345,Popondetta,56.0,PG,06-04-2019,89.0,-8.77,148.24,74.81,1.39
346,Tutoia,92.0,BR,06-04-2019,100.0,-2.76,-42.27,73.64,1.16
347,Tilichiki,0.0,RU,06-04-2019,93.0,60.47,166.1,30.71,4.07
348,Gotsu,0.0,JP,06-04-2019,71.0,35.01,132.22,53.6,4.7
349,Sechura,12.0,PE,06-04-2019,73.0,-5.56,-80.82,76.52,9.22
350,Redlands,20.0,US,06-04-2019,52.0,34.06,-117.19,75.2,12.75
351,Vardo,1.0,US,06-04-2019,42.0,39.62,-77.74,66.2,1.83
352,Sao Jose da Coroa Grande,48.0,BR,06-04-2019,89.0,-8.9,-35.15,77.87,6.42
353,Oksfjord,80.0,NO,06-04-2019,86.0,70.24,22.35,28.99,18.34
354,Port Macquarie,0.0,AU,06-04-2019,64.0,-31.43,152.91,82.0,3.36
355,Ziarat,80.0,PK,06-04-2019,58.0,30.38,67.73,45.65,4.41
356,Uthal,0.0,PK,06-04-2019,80.0,25.81,66.62,65.54,1.39
357,Codrington,0.0,AU,06-04-2019,78.0,-28.95,153.24,75.99,5.82
358,Dubai,0.0,AE,06-04-2019,23.0,25.27,55.3,86.0,5.82
359,Taltal,0.0,CL,06-04-2019,77.0,-25.41,-70.49,57.71,0.94
360,Hugo,90.0,US,06-04-2019,93.0,45.16,-92.99,53.01,8.05
361,Tomatlan,20.0,MX,06-04-2019,55.0,19.93,-105.25,79.22,3.96
362,Vangaindrano,92.0,MG,06-04-2019,99.0,-23.35,47.6,69.95,2.51
363,Port Blair,0.0,IN,06-04-2019,100.0,11.67,92.75,83.18,4.18
364,Tete,80.0,MZ,06-04-2019,66.0,-16.16,33.59,80.21,11.68
365,Avera,90.0,US,06-04-2019,88.0,33.19,-82.53,69.01,3.4
366,Morgan City,1.0,US,06-04-2019,69.0,29.7,-91.21,79.0,8.05
367,Tura,92.0,IN,06-04-2019,94.0,25.52,90.21,65.09,5.75
368,Cape Canaveral,40.0,US,06-04-2019,74.0,28.41,-80.6,79.0,5.82
369,Passagem Franca,92.0,BR,06-04-2019,98.0,-6.18,-43.78,74.18,2.06
370,Zadar,0.0,HR,06-04-2019,87.0,44.12,15.24,51.01,3.36
371,Monte Escobedo,0.0,MX,06-04-2019,16.0,22.3,-103.58,71.66,5.41
372,Were Ilu,0.0,ET,06-04-2019,89.0,10.6,39.43,42.32,1.39
373,Puerto Ayacucho,20.0,CO,06-04-2019,44.0,5.66,-67.63,93.2,2.73
374,Abalak,56.0,NE,06-04-2019,33.0,15.46,6.28,79.31,4.07
375,Zhigansk,0.0,RU,06-04-2019,72.0,66.77,123.37,24.41,5.19
376,Goya,0.0,AR,06-04-2019,80.0,-29.14,-59.27,63.2,3.18
377,Tevaitoa,68.0,PF,06-04-2019,95.0,-16.78,-151.5,85.34,15.7
378,Tiarei,40.0,PF,06-04-2019,66.0,-17.53,-149.33,89.6,4.7
379,Sioux Lookout,40.0,CA,06-04-2019,36.0,50.1,-91.92,46.4,4.7
380,Macenta,32.0,GN,06-04-2019,80.0,8.55,-9.47,74.81,3.18
381,Leh,80.0,IN,06-04-2019,87.0,34.16,77.58,12.08,1.83
382,Jasper,76.0,US,06-04-2019,73.0,33.83,-87.28,75.2,4.29
383,Suluq,24.0,LY,06-04-2019,81.0,31.67,20.25,58.61,8.66
384,Napanee,75.0,CA,06-04-2019,70.0,44.25,-76.95,51.8,10.29
385,Malia,90.0,GR,06-04-2019,93.0,35.28,25.46,61.0,6.93
386,Ati,0.0,TD,06-04-2019,30.0,13.21,18.34,72.65,5.3
387,Saint George,75.0,GR,06-04-2019,87.0,39.45,22.34,53.6,2.17
388,Namibe,0.0,AO,06-04-2019,100.0,-15.19,12.15,78.14,6.98
389,South Daytona,20.0,US,06-04-2019,78.0,29.17,-81.0,80.6,8.05
390,Numan,0.0,NG,06-04-2019,61.0,9.46,12.04,84.71,10.67
391,Ahipara,12.0,NZ,06-04-2019,82.0,-35.17,173.16,65.72,11.01
392,Bandarbeyla,0.0,SO,06-04-2019,100.0,9.49,50.81,80.03,2.73
393,Bonthe,64.0,SL,06-04-2019,85.0,7.53,-12.5,81.56,4.63
394,Tansen,48.0,NP,06-04-2019,86.0,27.87,83.55,62.39,2.73
395,Lakatoro,92.0,VU,06-04-2019,98.0,-16.11,167.42,79.31,10.0
396,Lasa,20.0,CY,06-04-2019,82.0,34.92,32.53,59.0,4.7
397,Dillon,75.0,US,06-04-2019,34.0,45.22,-112.64,51.8,19.46
398,Poya,80.0,NC,06-04-2019,100.0,-21.35,165.16,75.62,13.8
399,Adrar,0.0,DZ,06-04-2019,32.0,27.87,-0.29,68.0,8.05
400,Elliot,32.0,ZA,06-04-2019,86.0,-31.33,27.85,41.15,2.39
401,Poum,0.0,MK,06-04-2019,91.0,41.28,20.71,34.31,1.95
402,Faya,0.0,SA,06-04-2019,59.0,18.39,42.45,62.6,11.41
403,Brenham,90.0,US,06-04-2019,54.0,30.17,-96.4,82.4,4.7
404,Collipulli,8.0,CL,06-04-2019,72.0,-37.96,-72.44,55.01,5.19
405,Saint-Raymond,75.0,CA,06-04-2019,70.0,46.89,-71.84,39.99,5.82
406,Ginir,0.0,ET,06-04-2019,78.0,7.14,40.71,53.3,2.62
407,Nikolayevsk-na-amure,80.0,RU,06-04-2019,93.0,53.14,140.72,26.84,12.91
408,Drayton Valley,0.0,CA,06-04-2019,72.0,53.22,-114.98,46.19,8.99
409,Punta de Piedra,0.0,VE,06-04-2019,49.0,7.62,-71.49,79.76,3.29
410,Athabasca,92.0,CA,06-04-2019,100.0,54.72,-113.29,36.56,7.76
411,Cobija,92.0,BR,06-04-2019,85.0,-11.02,-68.77,65.27,4.63
412,Akdagmadeni,36.0,TR,06-04-2019,75.0,39.66,35.88,34.04,3.29
413,Shestakovo,0.0,RU,06-04-2019,58.0,56.49,103.96,18.29,5.19
414,Herat,0.0,AF,06-04-2019,92.0,34.35,62.22,49.25,2.73
415,Bati,0.0,ET,06-04-2019,73.0,11.19,40.02,66.89,4.85
416,Peniche,40.0,PT,06-04-2019,76.0,39.36,-9.38,53.6,8.05
417,Upington,0.0,ZA,06-04-2019,48.0,-28.46,21.24,66.2,1.12
418,Honningsvag,68.0,NO,06-04-2019,100.0,70.98,25.97,29.99,11.68
419,Sistranda,75.0,NO,06-04-2019,75.0,63.73,8.83,41.0,13.87
420,Murgab,75.0,TM,06-04-2019,67.0,37.5,61.97,62.6,9.17
421,Purgstall,0.0,AT,06-04-2019,88.0,48.06,15.14,46.99,8.99
422,Onega,0.0,RU,06-04-2019,74.0,63.91,38.09,24.14,5.41
423,Omboue,76.0,GA,06-04-2019,100.0,-1.57,9.26,82.91,5.41
424,Sinnamary,100.0,GF,06-04-2019,100.0,5.38,-52.96,78.32,12.68
425,Ballina,24.0,IE,06-04-2019,85.0,54.11,-9.15,44.01,1.99
426,Mount Gambier,90.0,AU,06-04-2019,81.0,-37.83,140.78,53.6,13.87
427,Gouyave,20.0,GD,06-04-2019,74.0,12.16,-61.73,80.6,11.41
428,Gamba,76.0,CN,06-04-2019,75.0,28.28,88.52,10.73,2.84
429,Sa Kaeo,8.0,TH,06-04-2019,89.0,13.8,102.09,77.51,3.96
430,Samthar,0.0,IN,06-04-2019,82.0,25.84,78.91,66.62,1.16
431,Kiunga,92.0,PG,06-04-2019,98.0,-6.12,141.3,74.18,2.84
432,Novobirilyussy,24.0,RU,06-04-2019,69.0,56.95,90.69,21.17,7.87
433,Tabou,8.0,CI,06-04-2019,97.0,4.42,-7.36,84.35,13.58
434,Lagoa,40.0,PT,06-04-2019,76.0,37.14,-8.45,55.4,11.41
435,Xinzhi,40.0,TW,06-04-2019,83.0,22.54,120.62,78.01,4.7
436,Dargaville,20.0,NZ,06-04-2019,67.0,-35.94,173.86,64.28,15.03
437,Concordia,12.0,AR,06-04-2019,76.0,-31.4,-58.02,63.0,7.65
438,Sussex,90.0,CA,06-04-2019,100.0,45.72,-65.51,39.0,5.82
439,San Vicente,20.0,SV,06-04-2019,74.0,13.64,-88.78,82.4,6.93
440,Dhidhdhoo,0.0,MV,06-04-2019,100.0,6.88,73.1,83.54,3.62
441,Kebumen,88.0,ID,06-04-2019,100.0,-7.67,109.65,77.06,1.95
442,Benemerito de las Americas,8.0,MX,06-04-2019,38.0,16.52,-90.64,91.46,5.97
443,Tarakan,48.0,ID,06-04-2019,100.0,3.3,117.63,76.88,4.63
444,Tangwani,0.0,PK,06-04-2019,47.0,28.28,69.0,73.01,2.95
445,Xining,0.0,CN,06-04-2019,65.0,36.62,101.77,24.68,2.62
446,Basoko,20.0,CD,06-04-2019,95.0,1.23,23.61,74.18,2.62
447,Puerto Escondido,20.0,MX,06-04-2019,70.0,15.86,-97.07,84.2,16.11
448,Pitimbu,40.0,BR,06-04-2019,100.0,-7.47,-34.81,78.8,2.24
449,Samarai,92.0,PG,06-04-2019,100.0,-10.62,150.67,76.79,2.73
450,Dumas,0.0,IN,06-04-2019,96.0,21.09,72.71,81.38,8.77
451,Buenos Aires,0.0,AR,06-04-2019,56.0,-34.61,-58.44,68.0,9.17
452,La Plata,0.0,AR,06-04-2019,68.0,-34.92,-57.95,68.0,5.82
453,Kangaatsiaq,32.0,GL,06-04-2019,77.0,68.31,-53.46,34.22,24.2
454,Key West,90.0,US,06-04-2019,87.0,47.93,-96.78,46.4,6.93
455,Yumen,88.0,CN,06-04-2019,40.0,40.29,97.04,48.35,4.41
456,Ust-Tsilma,64.0,RU,06-04-2019,92.0,65.44,52.15,25.94,5.86
457,Nisia Floresta,40.0,BR,06-04-2019,78.0,-6.09,-35.21,82.4,5.82
458,Caorle,0.0,IT,06-04-2019,93.0,45.6,12.88,50.0,4.7
459,Anloga,20.0,GH,06-04-2019,83.0,5.79,0.9,84.2,11.41
460,Lerwick,8.0,GB,06-04-2019,75.0,60.15,-1.15,44.6,20.8
461,Anuchino,24.0,RU,06-04-2019,67.0,43.97,133.06,36.02,4.97
462,Oistins,40.0,BB,06-04-2019,69.0,13.07,-59.53,78.8,21.92
463,Havre-Saint-Pierre,40.0,CA,06-04-2019,86.0,50.23,-63.6,30.2,13.87
464,Fuzhou,44.0,CN,06-04-2019,100.0,26.08,119.3,64.4,3.18
465,Meulaboh,44.0,ID,06-04-2019,100.0,4.14,96.13,77.69,7.54
466,Gusev,8.0,RU,06-04-2019,61.0,54.59,22.2,39.08,10.67
467,Flinders,0.0,AU,06-04-2019,68.0,-34.58,150.85,75.0,9.17
468,Ewa Beach,1.0,US,06-04-2019,58.0,21.32,-158.01,82.99,12.75
469,Bara,8.0,NG,06-04-2019,47.0,10.41,10.6,86.33,14.25
470,Itoman,20.0,JP,06-04-2019,83.0,26.12,127.67,75.2,8.05
471,Turukhansk,80.0,RU,06-04-2019,88.0,65.8,87.96,19.28,15.26
472,Khor,0.0,RU,06-04-2019,66.0,47.88,134.96,37.91,5.86
473,Kahului,40.0,US,06-04-2019,45.0,20.89,-156.47,84.2,9.17
474,Salinopolis,76.0,BR,06-04-2019,100.0,-0.61,-47.36,79.58,10.45
475,Tres Arroyos,0.0,AR,06-04-2019,45.0,-38.38,-60.28,64.46,12.01
476,Penugonda,0.0,IN,06-04-2019,90.0,16.65,81.74,71.39,1.83
477,Bjornevatn,90.0,NO,06-04-2019,86.0,69.67,29.98,30.2,11.41
478,Gebre Guracha,36.0,ET,06-04-2019,90.0,9.8,38.4,49.16,1.72
479,Outlook,8.0,CA,06-04-2019,71.0,51.48,-107.04,50.0,8.01
480,Petropavlovskaya,0.0,RU,06-04-2019,69.0,45.08,40.45,47.27,10.78
481,Rio Gallegos,20.0,AR,06-04-2019,53.0,-51.62,-69.22,50.0,21.92
482,Geraldton,75.0,CA,06-04-2019,55.0,49.72,-86.95,39.2,4.7
483,Corumba,0.0,BR,06-04-2019,88.0,-19.0,-57.65,69.8,1.12
484,Ibra,20.0,OM,06-04-2019,54.0,22.69,58.55,61.76,1.16
485,Vysokogornyy,88.0,RU,06-04-2019,75.0,50.1,139.13,28.64,3.85
486,Padang,40.0,ID,06-04-2019,94.0,-0.92,100.36,75.2,1.12
487,Susanville,75.0,US,06-04-2019,53.0,40.42,-120.65,51.8,6.93
488,Isangel,0.0,VU,06-04-2019,100.0,-19.55,169.27,77.6,13.58
489,Nuuk,48.0,GL,06-04-2019,51.0,64.17,-51.74,39.2,14.99
490,Krasnokholm,76.0,RU,06-04-2019,77.0,51.6,54.16,44.66,11.45
491,Banda Aceh,56.0,ID,06-04-2019,94.0,5.56,95.32,76.34,2.06
492,Ayna,40.0,ES,06-04-2019,80.0,38.55,-2.07,41.0,14.99
493,Camopi,76.0,GF,06-04-2019,70.0,3.17,-52.33,80.12,4.74
494,Mizdah,12.0,LY,06-04-2019,61.0,31.45,12.98,56.45,3.06
495,Casablanca,40.0,MA,06-04-2019,87.0,33.6,-7.62,57.0,8.05
496,Mbandaka,48.0,CD,06-04-2019,95.0,0.05,18.26,75.71,2.17
497,Sarkand,12.0,KZ,06-04-2019,83.0,45.41,79.91,39.44,6.2
498,Walvis Bay,0.0,NA,06-04-2019,87.0,-22.95,14.51,60.01,9.17
499,Saint-Francois,0.0,FR,06-04-2019,66.0,46.42,3.91,50.0,6.93
500,Margate,75.0,AU,06-04-2019,51.0,-43.03,147.26,64.0,17.22
501,Anito,20.0,PH,06-04-2019,98.0,12.45,125.29,80.75,10.11
502,Port-Gentil,20.0,GA,06-04-2019,83.0,-0.72,8.78,82.4,6.93
503,Boguchany,56.0,RU,06-04-2019,75.0,58.38,97.46,22.79,2.73
504,Matagami,0.0,NG,06-04-2019,82.0,9.67,8.4,71.21,4.18
505,Aubenas,90.0,FR,06-04-2019,75.0,44.62,4.39,46.99,5.82
506,Ambulu,68.0,ID,06-04-2019,100.0,-8.35,113.61,78.23,2.73
507,Poronaysk,76.0,RU,06-04-2019,72.0,49.22,143.1,35.66,7.2
508,Miles City,20.0,US,06-04-2019,30.0,46.41,-105.84,68.0,16.11
509,Ukiah,75.0,US,06-04-2019,82.0,39.15,-123.21,60.01,10.29
510,Loandjili,75.0,CG,06-04-2019,94.0,-4.77,11.87,80.6,5.82
511,Camocim,92.0,BR,06-04-2019,100.0,-2.9,-40.84,72.92,12.24
512,Khandyga,0.0,RU,06-04-2019,66.0,62.65,135.58,30.71,3.4
513,Ola,0.0,RU,06-04-2019,83.0,59.58,151.3,35.66,13.47
514,Cairns,75.0,AU,06-04-2019,83.0,-16.92,145.77,81.0,9.17
515,Amapa,8.0,HN,06-04-2019,48.0,15.09,-87.97,80.57,2.17
516,Nelson Bay,0.0,AU,06-04-2019,69.0,-32.72,152.14,79.0,4.7
517,Atar,8.0,MR,06-04-2019,37.0,20.52,-13.05,59.51,6.76
518,Mayskiy,8.0,RU,06-04-2019,81.0,43.63,44.06,42.8,4.47
519,Fougamou,64.0,GA,06-04-2019,98.0,-1.22,10.59,71.93,2.62
520,Nantucket,1.0,US,06-04-2019,81.0,41.28,-70.1,54.0,6.93
521,Goderich,0.0,CA,06-04-2019,79.0,43.74,-81.71,50.0,1.01
522,Slave Lake,90.0,CA,06-04-2019,100.0,55.28,-114.77,35.6,4.7
523,Cururupu,92.0,BR,06-04-2019,100.0,-1.82,-44.87,73.64,3.4
524,Thasos,92.0,GR,06-04-2019,98.0,40.78,24.71,55.99,4.07
525,Fuling,0.0,CN,06-04-2019,64.0,29.71,107.39,58.34,2.51
526,Flin Flon,75.0,CA,06-04-2019,40.0,54.77,-101.88,37.4,9.17
527,Mikulov,0.0,CZ,06-04-2019,81.0,48.81,16.64,46.99,3.36
528,Luau,32.0,CD,06-04-2019,85.0,-10.7,22.23,70.67,3.74
529,Senneterre,75.0,CA,06-04-2019,65.0,48.39,-77.24,33.8,3.36
530,Itarema,100.0,BR,06-04-2019,100.0,-2.92,-39.92,71.21,9.66
531,Skalat,44.0,UA,06-04-2019,63.0,49.42,25.98,44.84,17.72
532,Bulungu,64.0,CD,06-04-2019,92.0,-4.54,18.6,74.99,3.74
533,Weligama,0.0,LK,06-04-2019,100.0,5.97,80.42,77.87,4.63
534,Quatre Cocos,75.0,MU,06-04-2019,69.0,-20.21,57.76,80.6,11.41
535,Haines Junction,0.0,CA,06-04-2019,71.0,60.75,-137.51,36.83,2.73
536,Awbari,0.0,LY,06-04-2019,47.0,26.59,12.77,60.41,4.07
537,Misratah,0.0,LY,06-04-2019,98.0,32.38,15.09,57.08,11.01
538,Beni Suef,44.0,EG,06-04-2019,57.0,29.07,31.1,66.08,6.76
539,Plock,0.0,PL,06-04-2019,65.0,52.55,19.71,48.0,10.29
540,Concepcion del Oro,0.0,MX,06-04-2019,16.0,24.63,-101.42,72.02,6.08
541,Craig,1.0,US,06-04-2019,72.0,40.52,-107.55,53.6,4.41
542,Traralgon,0.0,AU,06-04-2019,57.0,-38.19,146.54,64.99,5.99
543,Fenoarivo,75.0,MG,06-04-2019,82.0,-18.93,47.44,66.2,6.93
544,Trairi,100.0,BR,06-04-2019,100.0,-3.28,-39.27,78.95,10.78
545,Paoua,20.0,CF,06-04-2019,51.0,7.24,16.43,79.04,9.22
546,Ponta Delgada,40.0,PT,06-04-2019,87.0,37.73,-25.67,60.8,20.8
547,Portel,75.0,PT,06-04-2019,93.0,38.31,-7.71,46.4,8.05
548,Salta,20.0,AR,06-04-2019,67.0,-24.79,-65.41,64.4,4.7
549,Halifax,90.0,CA,06-04-2019,100.0,44.65,-63.58,41.0,9.17
550,Ibiruba,80.0,BR,06-04-2019,90.0,-28.63,-53.09,64.19,6.42
551,Doha,0.0,QA,06-04-2019,61.0,25.29,51.53,80.6,4.7
552,Warrington,0.0,GB,06-04-2019,76.0,53.39,-2.59,48.2,6.93
553,Orlik,64.0,RU,06-04-2019,63.0,52.51,99.83,6.32,1.95
554,Patzcuaro,75.0,MX,06-04-2019,36.0,19.52,-101.6,75.2,9.17
555,Alibag,0.0,IN,06-04-2019,78.0,18.64,72.88,80.6,7.43
556,Laem Sing,68.0,TH,06-04-2019,91.0,12.48,102.07,87.01,3.29
557,Dagua,40.0,CO,06-04-2019,78.0,3.66,-76.69,77.0,5.82
